,File,Phoneme
242,DR1FDAW0SX236,sh
243,DR1FDAW0SX236,sh
244,DR1FDAW0SX236,sh
245,DR1FDAW0SX236,sh
246,DR1FDAW0SX236,sh
247,DR1FDAW0SX236,sh
248,DR1FDAW0SX236,sh
249,DR1FDAW0SX236,sh
250,DR1FDAW0SX236,sh
251,DR1FDAW0SX236,sh
252,DR1FDAW0SX236,sh
253,DR1FDAW0SX236,sh
254,DR1FDAW0SX236,--
255,DR1FDAW0SX236,--
256,DR1FDAW0SX236,iy
257,DR1FDAW0SX236,iy
258,DR1FDAW0SX236,iy
259,DR1FDAW0SX236,iy
260,DR1FDAW0SX236,iy
261,DR1FDAW0SX236,iy
262,DR1FDAW0SX236,iy
263,DR1FDAW0SX236,iy
264,DR1FDAW0SX236,iy
265,DR1FDAW0SX236,iy
266,DR1FDAW0SX236,iy
267,DR1FDAW0SX236,--
268,DR1FDAW0SX236,--
269,DR1FDAW0SX236,ey
270,DR1FDAW0SX236,ey
271,DR1FDAW0SX236,ey
272,DR1FDAW0SX236,ey
273,DR1FDAW0SX236,ey
274,DR1FDAW0SX236,ey
275,DR1FDAW0SX236,ey
276,DR1FDAW0SX236,ey
277,DR1FDAW0SX236,ey
278,DR1FDAW0SX236,ey
279,DR1FDAW0SX236,ey
280,DR1FDAW0SX236,ey
281,DR1FDAW0SX236,ey
282,DR1FDAW0SX236,ey
283,DR1FDAW0SX236,ey
284,DR1FDAW0SX236,--
285,DR1FDAW0SX236,--
286,DR1FDAW0SX236,dx
287,DR1FDAW0SX236,dx
288,DR1FDAW0SX236,--
289,DR1FDAW0SX236,--
290,DR1FDAW0SX236,ix
291,DR1FDAW0SX236,ix
292,DR1FDAW0SX236,ix
293,DR1FDAW0SX236,ix
294,DR1FDAW0SX236,ix
295,DR1FDAW0SX236,ix
296,DR1FDAW0SX236,ix
297,DR1FDAW0SX236,--
298,DR1FDAW0SX236,--
299,DR1FDAW0SX236,dcl
300,DR1FDAW0SX236,dcl
301,DR1FDAW0SX236,dcl
302,DR1FDAW0SX236,dcl
303,DR1FDAW0SX236,dcl
304,DR1FDAW0SX236,--
305,DR1FDAW0SX236,--
306,DR1FDAW0SX236,h#
307,DR1FDAW0SX236,h#
308,DR1FDAW0SX236,h#
309,DR1FDAW0SX236,h#
310,DR1FDAW0SX236,h#
311,DR1FDAW0SX236,h#
312,DR1FDAW0SX236,--
313,DR1FJSP0SX84,h#
314,DR1FJSP0SX84,h#
315,DR1FJSP0SX84,h#
316,DR1FJSP0SX84,h#
317,DR1FJSP0SX84,h#
318,DR1FJSP0SX84,h#
319,DR1FJSP0SX84,h#
320,DR1FJSP0SX84,h#
321,DR1FJSP0SX84,h#
322,DR1FJSP0SX84,h#
323,DR1FJSP0SX84,h#
324,DR1FJSP0SX84,h#
325,DR1FJSP0SX84,h#
326,DR1FJSP0SX84,h#
327,DR1FJSP0SX84,h#
328,DR1FJSP0SX84,h#
329,DR1FJSP0SX84,--
330,DR1FJSP0SX84,--
331,DR1FJSP0SX84,k
332,DR1FJSP0SX84,k
333,DR1FJSP0SX84,k
334,DR1FJSP0SX84,k
335,DR1FJSP0SX84,--
336,DR1FJSP0SX84,--
337,DR1FJSP0SX84,ax
338,DR1FJSP0SX84,ax
339,DR1FJSP0SX84,ax
340,DR1FJSP0SX84,--
341,DR1FJSP0SX84,--
342,DR1FJSP0SX84,w
343,DR1FJSP0SX84,w
344,DR1FJSP0SX84,w
345,DR1FJSP0SX84,w
346,DR1FJSP0SX84,--
347,DR1FJSP0SX84,--
348,DR1FJSP0SX84,aa
349,DR1FJSP0SX84,aa
350,DR1FJSP0SX84,aa
351,DR1FJSP0SX84,aa
352,DR1FJSP0SX84,aa
353,DR1FJSP0SX84,aa
354,DR1FJSP0SX84,aa
355,DR1FJSP0SX84,aa
356,DR1FJSP0SX84,aa
357,DR1FJSP0SX84,aa
358,DR1FJSP0SX84,aa
359,DR1FJSP0SX84,aa
360,DR1FJSP0SX84,aa
361,DR1FJSP0SX84,--
362,DR1FJSP0SX84,--
363,DR1FJSP0SX84,pcl
364,DR1FJSP0SX84,pcl
365,DR1FJSP0SX84,pcl
366,DR1FJSP0SX84,pcl
367,DR1FJSP0SX84,pcl
368,DR1FJSP0SX84,--
369,DR1FJSP0SX84,--
370,DR1FJSP0SX84,p
371,DR1FJSP0SX84,p
372,DR1FJSP0SX84,p
373,DR1FJSP0SX84,--
374,DR1FJSP0SX84,--
375,DR1FJSP0SX84,axr
376,DR1FJSP0SX84,axr
377,DR1FJSP0SX84,axr
378,DR1FJSP0SX84,axr
379,DR1FJSP0SX84,axr
380,DR1FJSP0SX84,axr
381,DR1FJSP0SX84,axr
382,DR1FJSP0SX84,axr
383,DR1FJSP0SX84,axr
384,DR1FJSP0SX84,axr
385,DR1FJSP0SX84,--
386,DR1FJSP0SX84,--
387,DR1FJSP0SX84,ey
388,DR1FJSP0SX84,ey
389,DR1FJSP0SX84,ey
390,DR1FJSP0SX84,ey
391,DR1FJSP0SX84,ey
392,DR1FJSP0SX84,ey
393,DR1FJSP0SX84,ey
394,DR1FJSP0SX84,ey
395,DR1FJSP0SX84,ey
396,DR1FJSP0SX84,ey
397,DR1FJSP0SX84,ey
398,DR1FJSP0SX84,ey
399,DR1FJSP0SX84,ey
400,DR1FJSP0SX84,--
401,DR1FJSP0SX84,--
402,DR1FJSP0SX84,sh
403,DR1FJSP0SX84,sh
404,DR1FJSP0SX84,sh
405,DR1FJSP0SX84,sh
406,DR1FJSP0SX84,sh
407,DR1FJSP0SX84,sh
408,DR1FJSP0SX84,sh
409,DR1FJSP0SX84,sh
410,DR1FJSP0SX84,sh
411,DR1FJSP0SX84,sh
412,DR1FJSP0SX84,sh
413,DR1FJSP0SX84,sh
414,DR1FJSP0SX84,sh
415,DR1FJSP0SX84,--
416,DR1FJSP0SX84,--
417,DR1FJSP0SX84,ix
418,DR1FJSP0SX84,--
419,DR1FJSP0SX84,--
420,DR1FJSP0SX84,n
421,DR1FJSP0SX84,n
422,DR1FJSP0SX84,n
423,DR1FJSP0SX84,--
424,DR1FJSP0SX84,--
425,DR1FJSP0SX84,ax
426,DR1FJSP0SX84,ax
427,DR1FJSP0SX84,ax
428,DR1FJSP0SX84,ax
429,DR1FJSP0SX84,ax
430,DR1FJSP0SX84,ax
431,DR1FJSP0SX84,--
432,DR1FJSP0SX84,--
433,DR1FJSP0SX84,l
434,DR1FJSP0SX84,l
435,DR1FJSP0SX84,l
436,DR1FJSP0SX84,l
437,DR1FJSP0SX84,l
438,DR1FJSP0SX84,l
439,DR1FJSP0SX84,l
440,DR1FJSP0SX84,--
441,DR1FJSP0SX84,--
442,DR1FJSP0SX84,ao
443,DR1FJSP0SX84,ao
444,DR1FJSP0SX84,ao
445,DR1FJSP0SX84,ao
446,DR1FJSP0SX84,ao
447,DR1FJSP0SX84,ao
448,DR1FJSP0SX84,ao
449,DR1FJSP0SX84,ao
450,DR1FJSP0SX84,ao
451,DR1FJSP0SX84,ao
452,DR1FJSP0SX84,ao
453,DR1FJSP0SX84,ao
454,DR1FJSP0SX84,ao
455,DR1FJSP0SX84,ao
456,DR1FJSP0SX84,ao
457,DR1FJSP0SX84,ao
458,DR1FJSP0SX84,ao
459,DR1FJSP0SX84,--
460,DR1FJSP0SX84,--
461,DR1FJSP0SX84,ng
462,DR1FJSP0SX84,ng
463,DR1FJSP0SX84,ng
464,DR1FJSP0SX84,ng
465,DR1FJSP0SX84,ng
466,DR1FJSP0SX84,--
467,DR1FJSP0SX84,--
468,DR1FJSP0SX84,w
469,DR1FJSP0SX84,w
470,DR1FJSP0SX84,w
471,DR1FJSP0SX84,w
472,DR1FJSP0SX84,w
473,DR1FJSP0SX84,--
474,DR1FJSP0SX84,--
475,DR1FJSP0SX84,ax
476,DR1FJSP0SX84,ax
477,DR1FJSP0SX84,ax
478,DR1FJSP0SX84,ax
479,DR1FJSP0SX84,ax
480,DR1FJSP0SX84,ax
481,DR1FJSP0SX84,--
482,DR1FJSP0SX84,--
483,DR1FJSP0SX84,dh
484,DR1FJSP0SX84,dh
485,DR1FJSP0SX84,--
486,DR1FJSP0SX84,--
487,DR1FJSP0SX84,ah
488,DR1FJSP0SX84,ah
489,DR1FJSP0SX84,ah
490,DR1FJSP0SX84,ah
491,DR1FJSP0SX84,ah
492,DR1FJSP0SX84,ah
493,DR1FJSP0SX84,ah
494,DR1FJSP0SX84,ah
495,DR1FJSP0SX84,ah
496,DR1FJSP0SX84,--
497,DR1FJSP0SX84,--
498,DR1FJSP0SX84,n
499,DR1FJSP0SX84,n
500,DR1FJSP0SX84,n
501,DR1FJSP0SX84,n
502,DR1FJSP0SX84,n
503,DR1FJSP0SX84,--
504,DR1FJSP0SX84,--
505,DR1FJSP0SX84,--
506,DR1FJSP0SX84,ix
507,DR1FJSP0SX84,ix
508,DR1FJSP0SX84,ix
509,DR1FJSP0SX84,--
510,DR1FJSP0SX84,--
511,DR1FJSP0SX84,s
512,DR1FJSP0SX84,s
513,DR1FJSP0SX84,s
514,DR1FJSP0SX84,s
515,DR1FJSP0SX84,s
516,DR1FJSP0SX84,s
517,DR1FJSP0SX84,s
518,DR1FJSP0SX84,s
519,DR1FJSP0SX84,s
520,DR1FJSP0SX84,s
521,DR1FJSP0SX84,--
522,DR1FJSP0SX84,--
523,DR1FJSP0SX84,tcl
524,DR1FJSP0SX84,tcl
525,DR1FJSP0SX84,--
526,DR1FJSP0SX84,--
527,DR1FJSP0SX84,--
528,DR1FJSP0SX84,--
529,DR1FJSP0SX84,ae
530,DR1FJSP0SX84,ae
531,DR1FJSP0SX84,ae
532,DR1FJSP0SX84,ae
533,DR1FJSP0SX84,ae
534,DR1FJSP0SX84,ae
535,DR1FJSP0SX84,ae
536,DR1FJSP0SX84,ae
537,DR1FJSP0SX84,ae
538,DR1FJSP0SX84,ae
539,DR1FJSP0SX84,ae
540,DR1FJSP0SX84,ae
541,DR1FJSP0SX84,ae
542,DR1FJSP0SX84,ae
543,DR1FJSP0SX84,ae
544,DR1FJSP0SX84,ae
545,DR1FJSP0SX84,ae
546,DR1FJSP0SX84,ae
547,DR1FJSP0SX84,ae
548,DR1FJSP0SX84,--
549,DR1FJSP0SX84,--
550,DR1FJSP0SX84,n
551,DR1FJSP0SX84,n
552,DR1FJSP0SX84,n
553,DR1FJSP0SX84,n
554,DR1FJSP0SX84,--
555,DR1FJSP0SX84,--
556,DR1FJSP0SX84,ix
557,DR1FJSP0SX84,ix
558,DR1FJSP0SX84,ix
559,DR1FJSP0SX84,ix
560,DR1FJSP0SX84,ix
561,DR1FJSP0SX84,ix
562,DR1FJSP0SX84,ix
563,DR1FJSP0SX84,--
564,DR1FJSP0SX84,--
565,DR1FJSP0SX84,ng
566,DR1FJSP0SX84,ng
567,DR1FJSP0SX84,ng
568,DR1FJSP0SX84,ng
569,DR1FJSP0SX84,ng
570,DR1FJSP0SX84,ng
571,DR1FJSP0SX84,ng
572,DR1FJSP0SX84,--
573,DR1FJSP0SX84,--
574,DR1FJSP0SX84,gcl
575,DR1FJSP0SX84,--
576,DR1FJSP0SX84,--
577,DR1FJSP0SX84,--
578,DR1FJSP0SX84,el
579,DR1FJSP0SX84,el
580,DR1FJSP0SX84,el
581,DR1FJSP0SX84,el
582,DR1FJSP0SX84,el
583,DR1FJSP0SX84,el
584,DR1FJSP0SX84,--
585,DR1FJSP0SX84,--
586,DR1FJSP0SX84,l
587,DR1FJSP0SX84,l
588,DR1FJSP0SX84,l
589,DR1FJSP0SX84,l
590,DR1FJSP0SX84,l
591,DR1FJSP0SX84,l
592,DR1FJSP0SX84,l
593,DR1FJSP0SX84,l
594,DR1FJSP0SX84,--
595,DR1FJSP0SX84,--
596,DR1FJSP0SX84,iy
597,DR1FJSP0SX84,iy
598,DR1FJSP0SX84,iy
599,DR1FJSP0SX84,iy
600,DR1FJSP0SX84,iy
601,DR1FJSP0SX84,iy
602,DR1FJSP0SX84,--
603,DR1FJSP0SX84,--
604,DR1FJSP0SX84,v
605,DR1FJSP0SX84,v
606,DR1FJSP0SX84,v
607,DR1FJSP0SX84,v
608,DR1FJSP0SX84,v
609,DR1FJSP0SX84,v
610,DR1FJSP0SX84,v
611,DR1FJSP0SX84,v
612,DR1FJSP0SX84,--
613,DR1FJSP0SX84,--
614,DR1FJSP0SX84,iy
615,DR1FJSP0SX84,iy
616,DR1FJSP0SX84,iy
617,DR1FJSP0SX84,iy
618,DR1FJSP0SX84,iy
619,DR1FJSP0SX84,iy
620,DR1FJSP0SX84,--
621,DR1FJSP0SX84,--
622,DR1FJSP0SX84,ey
623,DR1FJSP0SX84,ey
624,DR1FJSP0SX84,ey
625,DR1FJSP0SX84,ey
626,DR1FJSP0SX84,ey
627,DR1FJSP0SX84,ey
628,DR1FJSP0SX84,ey
629,DR1FJSP0SX84,ey
630,DR1FJSP0SX84,ey
631,DR1FJSP0SX84,ey
632,DR1FJSP0SX84,ey
633,DR1FJSP0SX84,ey
634,DR1FJSP0SX84,ey
635,DR1FJSP0SX84,ey
636,DR1FJSP0SX84,--
637,DR1FJSP0SX84,--
638,DR1FJSP0SX84,tcl
639,DR1FJSP0SX84,tcl
640,DR1FJSP0SX84,tcl
641,DR1FJSP0SX84,tcl
642,DR1FJSP0SX84,tcl
643,DR1FJSP0SX84,tcl
644,DR1FJSP0SX84,tcl
645,DR1FJSP0SX84,tcl
646,DR1FJSP0SX84,tcl
647,DR1FJSP0SX84,--
648,DR1FJSP0SX84,--
649,DR1FJSP0SX84,--
650,DR1FJSP0SX84,--
651,DR1FJSP0SX84,ih
652,DR1FJSP0SX84,ih
653,DR1FJSP0SX84,ih
654,DR1FJSP0SX84,ih
655,DR1FJSP0SX84,ih
656,DR1FJSP0SX84,--
657,DR1FJSP0SX84,--
658,DR1FJSP0SX84,s
659,DR1FJSP0SX84,s
660,DR1FJSP0SX84,s
661,DR1FJSP0SX84,s
662,DR1FJSP0SX84,s
663,DR1FJSP0SX84,s
664,DR1FJSP0SX84,s
665,DR1FJSP0SX84,s
666,DR1FJSP0SX84,s
667,DR1FJSP0SX84,s
668,DR1FJSP0SX84,--
669,DR1FJSP0SX84,--
670,DR1FJSP0SX84,pcl
671,DR1FJSP0SX84,pcl
672,DR1FJSP0SX84,pcl
673,DR1FJSP0SX84,pcl
674,DR1FJSP0SX84,pcl
675,DR1FJSP0SX84,pcl
676,DR1FJSP0SX84,--
677,DR1FJSP0SX84,--
678,DR1FJSP0SX84,p
679,DR1FJSP0SX84,p
680,DR1FJSP0SX84,p
681,DR1FJSP0SX84,--
682,DR1FJSP0SX84,--
683,DR1FJSP0SX84,y
684,DR1FJSP0SX84,y
685,DR1FJSP0SX84,y
686,DR1FJSP0SX84,y
687,DR1FJSP0SX84,y
688,DR1FJSP0SX84,y
689,DR1FJSP0SX84,--
690,DR1FJSP0SX84,--
691,DR1FJSP0SX84,ux
692,DR1FJSP0SX84,ux
693,DR1FJSP0SX84,ux
694,DR1FJSP0SX84,ux
695,DR1FJSP0SX84,ux
696,DR1FJSP0SX84,ux
697,DR1FJSP0SX84,ux
698,DR1FJSP0SX84,ux
699,DR1FJSP0SX84,ux
700,DR1FJSP0SX84,--
701,DR1FJSP0SX84,--
702,DR1FJSP0SX84,tcl
703,DR1FJSP0SX84,tcl
704,DR1FJSP0SX84,tcl
705,DR1FJSP0SX84,tcl
706,DR1FJSP0SX84,tcl
707,DR1FJSP0SX84,tcl
708,DR1FJSP0SX84,tcl
709,DR1FJSP0SX84,tcl
710,DR1FJSP0SX84,tcl
711,DR1FJSP0SX84,--
712,DR1FJSP0SX84,--
713,DR1FJSP0SX84,h#
714,DR1FJSP0SX84,h#
715,DR1FJSP0SX84,h#
716,DR1FJSP0SX84,h#
717,DR1FJSP0SX84,h#
718,DR1FJSP0SX84,h#
719,DR1FJSP0SX84,h#
720,DR1FJSP0SX84,h#
721,DR1FJSP0SX84,h#
722,DR1FJSP0SX84,h#
723,DR1FJSP0SX84,h#
724,DR1FJSP0SX84,h#
725,DR1FJSP0SX84,h#
726,DR1FJSP0SX84,h#
727,DR1FJSP0SX84,h#
728,DR1FJSP0SX84,h#
729,DR1FJSP0SX84,h#
730,DR1FJSP0SX84,h#
731,DR1FJSP0SX84,h#
732,DR1FJSP0SX84,h#
733,DR1FJSP0SX84,h#
734,DR1FJSP0SX84,h#
735,DR1FJSP0SX84,h#
736,DR1FJSP0SX84,h#
737,DR1FJSP0SX84,h#
738,DR1FJSP0SX84,h#
739,DR1FJSP0SX84,h#
740,DR1FJSP0SX84,h#
741,DR1FJSP0SX84,h#
742,DR1FJSP0SX84,h#
743,DR1FJSP0SX84,--
744,DR1FJSP0SX84,--
745,DR1FECD0SX248,h#
746,DR1FECD0SX248,h#
747,DR1FECD0SX248,h#
748,DR1FECD0SX248,h#
749,DR1FECD0SX248,h#
750,DR1FECD0SX248,h#
751,DR1FECD0SX248,h#
752,DR1FECD0SX248,h#
753,DR1FECD0SX248,h#
754,DR1FECD0SX248,h#
755,DR1FECD0SX248,h#
756,DR1FECD0SX248,h#
757,DR1FECD0SX248,h#
758,DR1FECD0SX248,h#
759,DR1FECD0SX248,h#
760,DR1FECD0SX248,h#
761,DR1FECD0SX248,h#
762,DR1FECD0SX248,h#
763,DR1FECD0SX248,h#
764,DR1FECD0SX248,--
765,DR1FECD0SX248,--
766,DR1FECD0SX248,r
767,DR1FECD0SX248,r
768,DR1FECD0SX248,r
769,DR1FECD0SX248,r
770,DR1FECD0SX248,--
771,DR1FECD0SX248,--
772,DR1FECD0SX248,iy
773,DR1FECD0SX248,iy
774,DR1FECD0SX248,iy
775,DR1FECD0SX248,iy
776,DR1FECD0SX248,iy
777,DR1FECD0SX248,iy
778,DR1FECD0SX248,iy
779,DR1FECD0SX248,iy
780,DR1FECD0SX248,iy
781,DR1FECD0SX248,iy
782,DR1FECD0SX248,iy
783,DR1FECD0SX248,--
784,DR1FECD0SX248,--
785,DR1FECD0SX248,dx
786,DR1FECD0SX248,--
787,DR1FECD0SX248,--
788,DR1FECD0SX248,iy
789,DR1FECD0SX248,iy
790,DR1FECD0SX248,iy
791,DR1FECD0SX248,iy
792,DR1FECD0SX248,iy
793,DR1FECD0SX248,iy
794,DR1FECD0SX248,iy
795,DR1FECD0SX248,iy
796,DR1FECD0SX248,iy
797,DR1FECD0SX248,iy
798,DR1FECD0SX248,iy
799,DR1FECD0SX248,iy
800,DR1FECD0SX248,--
801,DR1FECD0SX248,--
802,DR1FECD0SX248,ng
803,DR1FECD0SX248,ng
804,DR1FECD0SX248,ng
805,DR1FECD0SX248,ng
806,DR1FECD0SX248,ng
807,DR1FECD0SX248,--
808,DR1FECD0SX248,--
809,DR1FECD0SX248,q
810,DR1FECD0SX248,q
811,DR1FECD0SX248,q
812,DR1FECD0SX248,q
813,DR1FECD0SX248,q
814,DR1FECD0SX248,q
815,DR1FECD0SX248,q
816,DR1FECD0SX248,q
817,DR1FECD0SX248,q
818,DR1FECD0SX248,q
819,DR1FECD0SX248,q
820,DR1FECD0SX248,--
821,DR1FECD0SX248,--
822,DR1FECD0SX248,ix
823,DR1FECD0SX248,ix
824,DR1FECD0SX248,ix
825,DR1FECD0SX248,ix
826,DR1FECD0SX248,--
827,DR1FECD0SX248,--
828,DR1FECD0SX248,n
829,DR1FECD0SX248,n
830,DR1FECD0SX248,n
831,DR1FECD0SX248,n
832,DR1FECD0SX248,--
833,DR1FECD0SX248,--
834,DR1FECD0SX248,pcl
835,DR1FECD0SX248,pcl
836,DR1FECD0SX248,pcl
837,DR1FECD0SX248,pcl
838,DR1FECD0SX248,pcl
839,DR1FECD0SX248,--
840,DR1FECD0SX248,--
841,DR1FECD0SX248,p
842,DR1FECD0SX248,p
843,DR1FECD0SX248,p
844,DR1FECD0SX248,p
